id,heroId,name,nextQua,nextName,mark,advLvl,value,maxValue,show,qua,level,apt,jobType,sexTyp,tagTyp,atkTyp,hp,atk,pdd,mdd,hit,miss,criPrb,criRes,criCoe,coeRes,ctrPrb,atkID,a_sklID,p1_sklID,p2_sklID,p3_sklID,d_sklID,mat1Id,amount1,mat2Id,amount2,mat3Id,amount3,costCoin,speed
4100921,41009,阮小七,4,阮小七+1,0,21,2,3,橙色品质强化技能|64109,4,36,13,2,1,2,1,7215,1434,265,265,1,0.02,0.09,0,1.25,0,0.05,61009,62009,63009,64009,65009,-1,72131,16,72231,16,72331,16,22089,42
4100922,41009,阮小七+1,4,阮小七+2,1,22,0,3,橙色品质强化技能|64109,4,41,13,2,1,2,1,7790,1549,286,286,1,0.02,0.09,0,1.25,0,0.05,61009,62009,63009,64009,65009,-1,72134,16,72234,16,72334,16,28075,44
4100923,41009,阮小七+1,4,阮小七+2,1,23,1,3,橙色品质强化技能|64109,4,41,13,2,1,2,1,8365,1663,307,307,1,0.02,0.09,0,1.25,0,0.05,61009,62009,63009,64009,65009,-1,72134,16,72234,16,72334,16,34573,46
4100924,41009,阮小七+1,4,阮小七+2,1,24,2,3,橙色品质强化技能|64109,4,41,13,2,1,2,1,8940,1777,328,328,1,0.02,0.09,0,1.25,0,0.05,61009,62009,63009,64009,65009,-1,72134,18,72234,18,72334,18,41606,48
4100925,41009,阮小七+2,5,阮小七,2,25,0,3,橙色品质强化技能|64109,4,46,13,2,1,2,1,9572,1903,352,352,1,0.02,0.09,0,1.25,0,0.05,61009,62009,63009,64009,65009,-1,72137,18,72237,18,72337,18,49199,50
4100926,41009,阮小七+2,5,阮小七,2,26,1,3,橙色品质强化技能|64109,4,46,13,2,1,2,1,10204,2029,375,375,1,0.02,0.09,0,1.25,0,0.05,61009,62009,63009,64009,65009,-1,72137,18,72237,18,72337,18,58165,52
4100927,41009,阮小七+2,5,阮小七,2,27,2,3,橙色品质强化技能|64109,4,51,13,2,1,2,1,10837,2154,398,398,1,0.02,0.09,0,1.25,0,0.05,61009,62009,63009,64009,65009,-1,72137,35,72237,35,72337,35,69810,54
4100928,41009,阮小七,5,阮小七+1,0,28,0,3,红色品质强化技能|64209,5,56,13,2,1,2,1,12073,2400,443,443,1,0.02,0.09,0,1.25,0,0.05,61009,62009,63009,64109,65009,-1,72141,70,72241,70,72341,70,82224,56
4100929,41009,阮小七,5,阮小七+1,0,29,1,3,红色品质强化技能|64209,5,56,13,2,1,2,1,12762,2537,469,469,1,0.02,0.09,0,1.25,0,0.05,61009,62009,63009,64109,65009,-1,72141,70,72241,70,72341,70,95545,58
4100930,41009,阮小七,5,阮小七+1,0,30,2,3,红色品质强化技能|64209,5,56,13,2,1,2,1,13452,2674,494,494,1,0.02,0.09,0,1.25,0,0.05,61009,62009,63009,64109,65009,-1,72141,75,72241,75,72341,75,109799,60
4100931,41009,阮小七+1,5,阮小七+2,1,31,0,3,红色品质强化技能|64209,5,61,13,2,1,2,1,14200,2823,521,521,1,0.02,0.09,0,1.25,0,0.05,61009,62009,63009,64109,65009,-1,72144,75,72244,75,72344,75,126008,62
4100932,41009,阮小七+1,5,阮小七+2,1,32,1,3,红色品质强化技能|64209,5,61,13,2,1,2,1,14947,2971,549,549,1,0.02,0.09,0,1.25,0,0.05,61009,62009,63009,64109,65009,-1,72144,75,72244,75,72344,75,146107,64
4100933,41009,阮小七+1,5,阮小七+2,1,33,2,3,红色品质强化技能|64209,5,61,13,2,1,2,1,15694,3120,576,576,1,0.02,0.09,0,1.25,0,0.05,61009,62009,63009,64109,65009,-1,72144,82,72244,82,72344,82,167348,66
4100934,41009,阮小七+2,5,阮小七+3,2,34,0,3,红色品质强化技能|64209,5,66,13,2,1,2,1,16499,3280,606,606,1,0.02,0.09,0,1.25,0,0.05,61009,62009,63009,64109,65009,-1,72147,82,72247,82,72347,82,189892,68
4100935,41009,阮小七+2,5,阮小七+3,2,35,1,3,红色品质强化技能|64209,5,66,13,2,1,2,1,17304,3440,635,635,1,0.02,0.09,0,1.25,0,0.05,61009,62009,63009,64109,65009,-1,72147,82,72247,82,72347,82,213788,70
4100936,41009,阮小七+2,5,阮小七+3,2,36,2,3,红色品质强化技能|64209,5,66,13,2,1,2,1,18109,3600,665,665,1,0.02,0.09,0,1.25,0,0.05,61009,62009,63009,64109,65009,-1,72147,88,72247,88,72347,88,241107,72
4100937,41009,阮小七+3,6,阮小七,3,37,0,4,红色品质强化技能|64209,5,71,13,2,1,2,1,18971,3771,696,696,1,0.02,0.09,0,1.25,0,0.05,61009,62009,63009,64109,65009,-1,72150,88,72250,88,72350,88,276460,74
4100938,41009,阮小七+3,6,阮小七,3,38,1,4,红色品质强化技能|64209,5,71,13,2,1,2,1,19833,3942,728,728,1,0.02,0.09,0,1.25,0,0.05,61009,62009,63009,64109,65009,-1,72150,88,72250,88,72350,88,313794,76
4100939,41009,阮小七+3,6,阮小七,3,39,2,4,红色品质强化技能|64209,5,71,13,2,1,2,1,20695,4114,760,760,1,0.02,0.09,0,1.25,0,0.05,61009,62009,63009,64109,65009,-1,72150,88,72250,88,72350,88,353107,78
4100940,41009,阮小七+3,6,阮小七,3,40,3,4,红色品质强化技能|64209,5,76,13,2,1,2,1,21558,4285,791,791,1,0.02,0.09,0,1.25,0,0.05,61009,62009,63009,64109,65009,-1,72150,146,72250,146,72350,146,394447,80
4100941,41009,阮小七,6,阮小七,0,41,-1,-1,已觉醒至最高品质,6,76,13,2,1,2,1,22995,4571,844,844,1,0.02,0.09,0,1.25,0,0.05,61009,62009,63009,64209,65009,-1,-1,-1,-1,-1,-1,-1,-1,82
4101301,41013,公孙胜,2,公孙胜,0,1,0,3,绿色品质解锁技能|63013,1,3,14,2,1,1,2,0,0,0,0,1,0.03,0.04,0,1.3,0,0.05,61013,62013,-1,-1,-1,-1,72101,1,72201,1,72301,1,210,2
4101302,41013,公孙胜,2,公孙胜,0,2,1,3,绿色品质解锁技能|63013,1,3,14,2,1,1,2,142,46,8,8,1,0.03,0.04,0,1.3,0,0.05,61013,62013,-1,-1,-1,-1,72101,1,72201,1,72301,1,466,4
4101303,41013,公孙胜,2,公孙胜,0,3,2,3,绿色品质解锁技能|63013,1,3,14,2,1,1,2,283,92,15,15,1,0.03,0.04,0,1.3,0,0.05,61013,62013,-1,-1,-1,-1,72101,1,72201,1,72301,1,536,6
4101304,41013,公孙胜,2,公孙胜+1,0,4,0,3,蓝色品质解锁技能|64013,2,8,14,2,1,1,2,566,183,29,29,1,0.03,0.04,0,1.3,0,0.05,61013,62013,63013,-1,-1,-1,72111,2,72211,2,72311,2,606,8
4101305,41013,公孙胜,2,公孙胜+1,0,5,1,3,蓝色品质解锁技能|64013,2,8,14,2,1,1,2,731,236,38,38,1,0.03,0.04,0,1.3,0,0.05,61013,62013,63013,-1,-1,-1,72111,2,72211,2,72311,2,676,10
4101306,41013,公孙胜,2,公孙胜+1,0,6,2,3,蓝色品质解锁技能|64013,2,10,14,2,1,1,2,896,290,46,46,1,0.03,0.04,0,1.3,0,0.05,61013,62013,63013,-1,-1,-1,72111,2,72211,2,72311,2,722,12
4101307,41013,公孙胜+1,3,公孙胜,1,7,0,3,蓝色品质解锁技能|64013,2,13,14,2,1,1,2,1085,350,56,56,1,0.03,0.04,0,1.3,0,0.05,61013,62013,63013,-1,-1,-1,72114,2,72214,2,72314,2,886,14
4101308,41013,公孙胜+1,3,公孙胜,1,8,1,3,蓝色品质解锁技能|64013,2,13,14,2,1,1,2,1273,411,65,65,1,0.03,0.04,0,1.3,0,0.05,61013,62013,63013,-1,-1,-1,72114,2,72214,2,72314,2,1072,16
4101309,41013,公孙胜+1,3,公孙胜,1,9,2,3,蓝色品质解锁技能|64013,2,18,14,2,1,1,2,1462,472,75,75,1,0.03,0.04,0,1.3,0,0.05,61013,62013,63013,-1,-1,-1,72114,2,72214,2,72314,2,1281,18
4101310,41013,公孙胜,3,公孙胜+1,0,10,0,3,紫色品质解锁技能|65013,3,20,14,2,1,1,2,2028,655,104,104,1,0.03,0.04,0,1.3,0,0.05,61013,62013,63013,64013,-1,-1,72121,3,72221,3,72321,3,1514,20
4101311,41013,公孙胜,3,公孙胜+1,0,11,1,3,紫色品质解锁技能|65013,3,20,14,2,1,1,2,2240,723,114,114,1,0.03,0.04,0,1.3,0,0.05,61013,62013,63013,64013,-1,-1,72121,3,72221,3,72321,3,2661,22
4101312,41013,公孙胜,3,公孙胜+1,0,12,2,3,紫色品质解锁技能|65013,3,20,14,2,1,1,2,2452,792,125,125,1,0.03,0.04,0,1.3,0,0.05,61013,62013,63013,64013,-1,-1,72121,3,72221,3,72321,3,3877,24
4101313,41013,公孙胜+1,3,公孙胜+2,1,13,0,3,紫色品质解锁技能|65013,3,27,14,2,1,1,2,2688,868,137,137,1,0.03,0.04,0,1.3,0,0.05,61013,62013,63013,64013,-1,-1,72124,5,72224,5,72324,5,4273,26
4101314,41013,公孙胜+1,3,公孙胜+2,1,14,1,3,紫色品质解锁技能|65013,3,27,14,2,1,1,2,2923,944,149,149,1,0.03,0.04,0,1.3,0,0.05,61013,62013,63013,64013,-1,-1,72124,5,72224,5,72324,5,4692,28
4101315,41013,公孙胜+1,3,公孙胜+2,1,15,2,3,紫色品质解锁技能|65013,3,27,14,2,1,1,2,3159,1020,161,161,1,0.03,0.04,0,1.3,0,0.05,61013,62013,63013,64013,-1,-1,72124,5,72224,5,72324,5,5204,30
4101316,41013,公孙胜+2,4,公孙胜,2,16,0,3,紫色品质解锁技能|65013,3,33,14,2,1,1,2,3419,1104,174,174,1,0.03,0.04,0,1.3,0,0.05,61013,62013,63013,64013,-1,-1,72127,8,72227,8,72327,8,6136,32
4101317,41013,公孙胜+2,4,公孙胜,2,17,1,3,紫色品质解锁技能|65013,3,33,14,2,1,1,2,3678,1187,188,188,1,0.03,0.04,0,1.3,0,0.05,61013,62013,63013,64013,-1,-1,72127,8,72227,8,72327,8,8581,34
4101318,41013,公孙胜+2,4,公孙胜,2,18,2,3,紫色品质解锁技能|65013,3,33,14,2,1,1,2,3937,1271,201,201,1,0.03,0.04,0,1.3,0,0.05,61013,62013,63013,64013,-1,-1,72127,8,72227,8,72327,8,11353,36
4101319,41013,公孙胜,4,公孙胜+1,0,19,0,3,橙色品质强化技能|64113,4,38,14,2,1,1,2,5069,1636,258,258,1,0.03,0.04,0,1.3,0,0.05,61013,62013,63013,64013,65013,-1,72131,14,72231,14,72331,14,14450,38
4101320,41013,公孙胜,4,公孙胜+1,0,20,1,3,橙色品质强化技能|64113,4,38,14,2,1,1,2,5493,1773,280,280,1,0.03,0.04,0,1.3,0,0.05,61013,62013,63013,64013,65013,-1,72131,14,72231,14,72331,14,17851,40
4101321,41013,公孙胜,4,公孙胜+1,0,21,2,3,橙色品质强化技能|64113,4,38,14,2,1,1,2,5917,1910,302,302,1,0.03,0.04,0,1.3,0,0.05,61013,62013,63013,64013,65013,-1,72131,16,72231,16,72331,16,22089,42
4101322,41013,公孙胜+1,4,公孙胜+2,1,22,0,3,橙色品质强化技能|64113,4,43,14,2,1,1,2,6389,2062,326,326,1,0.03,0.04,0,1.3,0,0.05,61013,62013,63013,64013,65013,-1,72134,16,72234,16,72334,16,28075,44
4101323,41013,公孙胜+1,4,公孙胜+2,1,23,1,3,橙色品质强化技能|64113,4,43,14,2,1,1,2,6860,2214,350,350,1,0.03,0.04,0,1.3,0,0.05,61013,62013,63013,64013,65013,-1,72134,16,72234,16,72334,16,34573,46
4101324,41013,公孙胜+1,4,公孙胜+2,1,24,2,3,橙色品质强化技能|64113,4,43,14,2,1,1,2,7332,2367,374,374,1,0.03,0.04,0,1.3,0,0.05,61013,62013,63013,64013,65013,-1,72134,18,72234,18,72334,18,41606,48
4101325,41013,公孙胜+2,5,公孙胜,2,25,0,3,橙色品质强化技能|64113,4,48,14,2,1,1,2,7850,2534,400,400,1,0.03,0.04,0,1.3,0,0.05,61013,62013,63013,64013,65013,-1,72137,18,72237,18,72337,18,49199,50
4101326,41013,公孙胜+2,5,公孙胜,2,26,1,3,橙色品质强化技能|64113,4,48,14,2,1,1,2,8369,2701,426,426,1,0.03,0.04,0,1.3,0,0.05,61013,62013,63013,64013,65013,-1,72137,18,72237,18,72337,18,58165,52
4101327,41013,公孙胜+2,5,公孙胜,2,27,2,3,橙色品质强化技能|64113,4,53,14,2,1,1,2,8887,2869,453,453,1,0.03,0.04,0,1.3,0,0.05,61013,62013,63013,64013,65013,-1,72137,35,72237,35,72337,35,69810,54
4101328,41013,公孙胜,5,公孙胜+1,0,28,0,3,红色品质强化技能|64213,5,58,14,2,1,1,2,9901,3196,504,504,1,0.03,0.04,0,1.3,0,0.05,61013,62013,63013,64113,65013,-1,72141,70,72241,70,72341,70,82224,56
4101329,41013,公孙胜,5,公孙胜+1,0,29,1,3,红色品质强化技能|64213,5,58,14,2,1,1,2,10467,3378,533,533,1,0.03,0.04,0,1.3,0,0.05,61013,62013,63013,64113,65013,-1,72141,70,72241,70,72341,70,95545,58
4101330,41013,公孙胜,5,公孙胜+1,0,30,2,3,红色品质强化技能|64213,5,58,14,2,1,1,2,11032,3561,562,562,1,0.03,0.04,0,1.3,0,0.05,61013,62013,63013,64113,65013,-1,72141,75,72241,75,72341,75,109799,60
4101331,41013,公孙胜+1,5,公孙胜+2,1,31,0,3,红色品质强化技能|64213,5,63,14,2,1,1,2,11645,3759,593,593,1,0.03,0.04,0,1.3,0,0.05,61013,62013,63013,64113,65013,-1,72144,75,72244,75,72344,75,126008,62
4101332,41013,公孙胜+1,5,公孙胜+2,1,32,1,3,红色品质强化技能|64213,5,63,14,2,1,1,2,12258,3957,624,624,1,0.03,0.04,0,1.3,0,0.05,61013,62013,63013,64113,65013,-1,72144,75,72244,75,72344,75,146107,64
4101333,41013,公孙胜+1,5,公孙胜+2,1,33,2,3,红色品质强化技能|64213,5,63,14,2,1,1,2,12871,4154,655,655,1,0.03,0.04,0,1.3,0,0.05,61013,62013,63013,64113,65013,-1,72144,82,72244,82,72344,82,167348,66
4101334,41013,公孙胜+2,5,公孙胜+3,2,34,0,3,红色品质强化技能|64213,5,68,14,2,1,1,2,13531,4367,689,689,1,0.03,0.04,0,1.3,0,0.05,61013,62013,63013,64113,65013,-1,72147,82,72247,82,72347,82,189892,68
4101335,41013,公孙胜+2,5,公孙胜+3,2,35,1,3,红色品质强化技能|64213,5,68,14,2,1,1,2,14191,4580,723,723,1,0.03,0.04,0,1.3,0,0.05,61013,62013,63013,64113,65013,-1,72147,82,72247,82,72347,82,213788,70
4101336,41013,公孙胜+2,5,公孙胜+3,2,36,2,3,红色品质强化技能|64213,5,68,14,2,1,1,2,14851,4793,756,756,1,0.03,0.04,0,1.3,0,0.05,61013,62013,63013,64113,65013,-1,72147,88,72247,88,72347,88,241107,72
4101337,41013,公孙胜+3,6,公孙胜,3,37,0,4,红色品质强化技能|64213,5,73,14,2,1,1,2,15558,5022,792,792,1,0.03,0.04,0,1.3,0,0.05,61013,62013,63013,64113,65013,-1,72150,88,72250,88,72350,88,276460,74
4101338,41013,公孙胜+3,6,公孙胜,3,38,1,4,红色品质强化技能|64213,5,73,14,2,1,1,2,16265,5250,828,828,1,0.03,0.04,0,1.3,0,0.05,61013,62013,63013,64113,65013,-1,72150,88,72250,88,72350,88,313794,76
4101339,41013,公孙胜+3,6,公孙胜,3,39,2,4,红色品质强化技能|64213,5,73,14,2,1,1,2,16973,5478,864,864,1,0.03,0.04,0,1.3,0,0.05,61013,62013,63013,64113,65013,-1,72150,88,72250,88,72350,88,353107,78
4101340,41013,公孙胜+3,6,公孙胜,3,40,3,4,红色品质强化技能|64213,5,78,14,2,1,1,2,17680,5706,900,900,1,0.03,0.04,0,1.3,0,0.05,61013,62013,63013,64113,65013,-1,72150,146,72250,146,72350,146,394447,80
4101341,41013,公孙胜,6,公孙胜,0,41,-1,-1,已觉醒至最高品质,6,78,14,2,1,1,2,18858,6087,960,960,1,0.03,0.04,0,1.3,0,0.05,61013,62013,63013,64213,65013,-1,-1,-1,-1,-1,-1,-1,-1,82
4101401,41014,花荣,2,花荣,0,1,0,3,绿色品质解锁技能|63014,1,3,14,2,0,2,2,0,0,0,0,1,0.03,0.04,0,1.3,0,0.05,61014,62014,-1,-1,-1,-1,72101,1,72201,1,72301,1,210,2
4101402,41014,花荣,2,花荣,0,2,1,3,绿色品质解锁技能|63014,1,3,14,2,0,2,2,139,46,8,8,1,0.03,0.04,0,1.3,0,0.05,61014,62014,-1,-1,-1,-1,72101,1,72201,1,72301,1,466,4
4101403,41014,花荣,2,花荣,0,3,2,3,绿色品质解锁技能|63014,1,3,14,2,0,2,2,277,91,15,15,1,0.03,0.04,0,1.3,0,0.05,61014,62014,-1,-1,-1,-1,72101,1,72201,1,72301,1,536,6
4101404,41014,花荣,2,花荣+1,0,4,0,3,蓝色品质解锁技能|64014,2,8,14,2,0,2,2,553,181,29,29,1,0.03,0.04,0,1.3,0,0.05,61014,62014,63014,-1,-1,-1,72111,2,72211,2,72311,2,606,8
4101405,41014,花荣,2,花荣+1,0,5,1,3,蓝色品质解锁技能|64014,2,8,14,2,0,2,2,714,234,37,37,1,0.03,0.04,0,1.3,0,0.05,61014,62014,63014,-1,-1,-1,72111,2,72211,2,72311,2,676,10
4101406,41014,花荣,2,花荣+1,0,6,2,3,蓝色品质解锁技能|64014,2,10,14,2,0,2,2,875,287,45,45,1,0.03,0.04,0,1.3,0,0.05,61014,62014,63014,-1,-1,-1,72111,2,72211,2,72311,2,722,12
4101407,41014,花荣+1,3,花荣,1,7,0,3,蓝色品质解锁技能|64014,2,13,14,2,0,2,2,1059,347,55,55,1,0.03,0.04,0,1.3,0,0.05,61014,62014,63014,-1,-1,-1,72114,2,72214,2,72314,2,886,14
4101408,41014,花荣+1,3,花荣,1,8,1,3,蓝色品质解锁技能|64014,2,13,14,2,0,2,2,1243,407,64,64,1,0.03,0.04,0,1.3,0,0.05,61014,62014,63014,-1,-1,-1,72114,2,72214,2,72314,2,1072,16
4101409,41014,花荣+1,3,花荣,1,9,2,3,蓝色品质解锁技能|64014,2,18,14,2,0,2,2,1427,467,74,74,1,0.03,0.04,0,1.3,0,0.05,61014,62014,63014,-1,-1,-1,72114,2,72214,2,72314,2,1281,18
4101410,41014,花荣,3,花荣+1,0,10,0,3,紫色品质解锁技能|65014,3,20,14,2,0,2,2,1979,648,102,102,1,0.03,0.04,0,1.3,0,0.05,61014,62014,63014,64014,-1,-1,72121,3,72221,3,72321,3,1514,20
4101411,41014,花荣,3,花荣+1,0,11,1,3,紫色品质解锁技能|65014,3,20,14,2,0,2,2,2186,716,112,112,1,0.03,0.04,0,1.3,0,0.05,61014,62014,63014,64014,-1,-1,72121,3,72221,3,72321,3,2661,22
4101412,41014,花荣,3,花荣+1,0,12,2,3,紫色品质解锁技能|65014,3,20,14,2,0,2,2,2393,783,123,123,1,0.03,0.04,0,1.3,0,0.05,61014,62014,63014,64014,-1,-1,72121,3,72221,3,72321,3,3877,24
4101413,41014,花荣+1,3,花荣+2,1,13,0,3,紫色品质解锁技能|65014,3,27,14,2,0,2,2,2623,859,135,135,1,0.03,0.04,0,1.3,0,0.05,61014,62014,63014,64014,-1,-1,72124,5,72224,5,72324,5,4273,26
4101414,41014,花荣+1,3,花荣+2,1,14,1,3,紫色品质解锁技能|65014,3,27,14,2,0,2,2,2853,934,147,147,1,0.03,0.04,0,1.3,0,0.05,61014,62014,63014,64014,-1,-1,72124,5,72224,5,72324,5,4692,28
4101415,41014,花荣+1,3,花荣+2,1,15,2,3,紫色品质解锁技能|65014,3,27,14,2,0,2,2,3084,1009,158,158,1,0.03,0.04,0,1.3,0,0.05,61014,62014,63014,64014,-1,-1,72124,5,72224,5,72324,5,5204,30
4101416,41014,花荣+2,4,花荣,2,16,0,3,紫色品质解锁技能|65014,3,33,14,2,0,2,2,3337,1092,171,171,1,0.03,0.04,0,1.3,0,0.05,61014,62014,63014,64014,-1,-1,72127,8,72227,8,72327,8,6136,32
4101417,41014,花荣+2,4,花荣,2,17,1,3,紫色品质解锁技能|65014,3,33,14,2,0,2,2,3590,1175,184,184,1,0.03,0.04,0,1.3,0,0.05,61014,62014,63014,64014,-1,-1,72127,8,72227,8,72327,8,8581,34
4101418,41014,花荣+2,4,花荣,2,18,2,3,紫色品质解锁技能|65014,3,33,14,2,0,2,2,3843,1258,197,197,1,0.03,0.04,0,1.3,0,0.05,61014,62014,63014,64014,-1,-1,72127,8,72227,8,72327,8,11353,36
4101419,41014,花荣,4,花荣+1,0,19,0,3,橙色品质强化技能|64114,4,38,14,2,0,2,2,4947,1619,254,254,1,0.03,0.04,0,1.3,0,0.05,61014,62014,63014,64014,65014,-1,72131,14,72231,14,72331,14,14450,38
4101420,41014,花荣,4,花荣+1,0,20,1,3,橙色品质强化技能|64114,4,38,14,2,0,2,2,5361,1755,275,275,1,0.03,0.04,0,1.3,0,0.05,61014,62014,63014,64014,65014,-1,72131,14,72231,14,72331,14,17851,40
4101421,41014,花荣,4,花荣+1,0,21,2,3,橙色品质强化技能|64114,4,38,14,2,0,2,2,5775,1890,296,296,1,0.03,0.04,0,1.3,0,0.05,61014,62014,63014,64014,65014,-1,72131,16,72231,16,72331,16,22089,42
4101422,41014,花荣+1,4,花荣+2,1,22,0,3,橙色品质强化技能|64114,4,43,14,2,0,2,2,6236,2041,320,320,1,0.03,0.04,0,1.3,0,0.05,61014,62014,63014,64014,65014,-1,72134,16,72234,16,72334,16,28075,44
4101423,41014,花荣+1,4,花荣+2,1,23,1,3,橙色品质强化技能|64114,4,43,14,2,0,2,2,6696,2191,344,344,1,0.03,0.04,0,1.3,0,0.05,61014,62014,63014,64014,65014,-1,72134,16,72234,16,72334,16,34573,46
4101424,41014,花荣+1,4,花荣+2,1,24,2,3,橙色品质强化技能|64114,4,43,14,2,0,2,2,7156,2342,367,367,1,0.03,0.04,0,1.3,0,0.05,61014,62014,63014,64014,65014,-1,72134,18,72234,18,72334,18,41606,48
4101425,41014,花荣+2,5,花荣,2,25,0,3,橙色品质强化技能|64114,4,48,14,2,0,2,2,7662,2507,393,393,1,0.03,0.04,0,1.3,0,0.05,61014,62014,63014,64014,65014,-1,72137,18,72237,18,72337,18,49199,50
4101426,41014,花荣+2,5,花荣,2,26,1,3,橙色品质强化技能|64114,4,48,14,2,0,2,2,8168,2673,419,419,1,0.03,0.04,0,1.3,0,0.05,61014,62014,63014,64014,65014,-1,72137,18,72237,18,72337,18,58165,52
4101427,41014,花荣+2,5,花荣,2,27,2,3,橙色品质强化技能|64114,4,53,14,2,0,2,2,8674,2839,445,445,1,0.03,0.04,0,1.3,0,0.05,61014,62014,63014,64014,65014,-1,72137,35,72237,35,72337,35,69810,54
4101428,41014,花荣,5,花荣+1,0,28,0,3,红色品质强化技能|64214,5,58,14,2,0,2,2,9664,3162,496,496,1,0.03,0.04,0,1.3,0,0.05,61014,62014,63014,64114,65014,-1,72141,70,72241,70,72341,70,82224,56
4101429,41014,花荣,5,花荣+1,0,29,1,3,红色品质强化技能|64214,5,58,14,2,0,2,2,10216,3343,524,524,1,0.03,0.04,0,1.3,0,0.05,61014,62014,63014,64114,65014,-1,72141,70,72241,70,72341,70,95545,58
4101430,41014,花荣,5,花荣+1,0,30,2,3,红色品质强化技能|64214,5,58,14,2,0,2,2,10768,3524,552,552,1,0.03,0.04,0,1.3,0,0.05,61014,62014,63014,64114,65014,-1,72141,75,72241,75,72341,75,109799,60
4101431,41014,花荣+1,5,花荣+2,1,31,0,3,红色品质强化技能|64214,5,63,14,2,0,2,2,11366,3720,583,583,1,0.03,0.04,0,1.3,0,0.05,61014,62014,63014,64114,65014,-1,72144,75,72244,75,72344,75,126008,62
4101432,41014,花荣+1,5,花荣+2,1,32,1,3,红色品质强化技能|64214,5,63,14,2,0,2,2,11964,3915,613,613,1,0.03,0.04,0,1.3,0,0.05,61014,62014,63014,64114,65014,-1,72144,75,72244,75,72344,75,146107,64
4101433,41014,花荣+1,5,花荣+2,1,33,2,3,红色品质强化技能|64214,5,63,14,2,0,2,2,12563,4111,644,644,1,0.03,0.04,0,1.3,0,0.05,61014,62014,63014,64114,65014,-1,72144,82,72244,82,72344,82,167348,66
4101434,41014,花荣+2,5,花荣+3,2,34,0,3,红色品质强化技能|64214,5,68,14,2,0,2,2,13207,4322,677,677,1,0.03,0.04,0,1.3,0,0.05,61014,62014,63014,64114,65014,-1,72147,82,72247,82,72347,82,189892,68
4101435,41014,花荣+2,5,花荣+3,2,35,1,3,红色品质强化技能|64214,5,68,14,2,0,2,2,13851,4533,710,710,1,0.03,0.04,0,1.3,0,0.05,61014,62014,63014,64114,65014,-1,72147,82,72247,82,72347,82,213788,70
4101436,41014,花荣+2,5,花荣+3,2,36,2,3,红色品质强化技能|64214,5,68,14,2,0,2,2,14495,4743,743,743,1,0.03,0.04,0,1.3,0,0.05,61014,62014,63014,64114,65014,-1,72147,88,72247,88,72347,88,241107,72
4101437,41014,花荣+3,6,花荣,3,37,0,4,红色品质强化技能|64214,5,73,14,2,0,2,2,15186,4969,778,778,1,0.03,0.04,0,1.3,0,0.05,61014,62014,63014,64114,65014,-1,72150,88,72250,88,72350,88,276460,74
4101438,41014,花荣+3,6,花荣,3,38,1,4,红色品质强化技能|64214,5,73,14,2,0,2,2,15876,5195,814,814,1,0.03,0.04,0,1.3,0,0.05,61014,62014,63014,64114,65014,-1,72150,88,72250,88,72350,88,313794,76
4101439,41014,花荣+3,6,花荣,3,39,2,4,红色品质强化技能|64214,5,73,14,2,0,2,2,16566,5421,849,849,1,0.03,0.04,0,1.3,0,0.05,61014,62014,63014,64114,65014,-1,72150,88,72250,88,72350,88,353107,78
4101440,41014,花荣+3,6,花荣,3,40,3,4,红色品质强化技能|64214,5,78,14,2,0,2,2,17256,5647,885,885,1,0.03,0.04,0,1.3,0,0.05,61014,62014,63014,64114,65014,-1,72150,146,72250,146,72350,146,394447,80
4101441,41014,花荣,6,花荣,0,41,-1,-1,已觉醒至最高品质,6,78,14,2,0,2,2,18407,6023,944,944,1,0.03,0.04,0,1.3,0,0.05,61014,62014,63014,64214,65014,-1,-1,-1,-1,-1,-1,-1,-1,82
4101701,41017,徐宁,2,徐宁,0,1,0,3,绿色品质解锁技能|63017,1,1,13,2,1,2,2,0,0,0,0,1,0.02,0.03,0,1.25,0,0.05,61017,62017,-1,-1,-1,-1,72101,1,72201,1,72301,1,210,2
4101702,41017,徐宁,2,徐宁,0,2,1,3,绿色品质解锁技能|63017,1,1,13,2,1,2,2,122,43,7,7,1,0.02,0.03,0,1.25,0,0.05,61017,62017,-1,-1,-1,-1,72101,1,72201,1,72301,1,466,4
4101703,41017,徐宁,2,徐宁,0,3,2,3,绿色品质解锁技能|63017,1,1,13,2,1,2,2,243,86,13,13,1,0.02,0.03,0,1.25,0,0.05,61017,62017,-1,-1,-1,-1,72101,1,72201,1,72301,1,536,6
4101704,41017,徐宁,2,徐宁+1,0,4,0,3,蓝色品质解锁技能|64017,2,6,13,2,1,2,2,485,172,26,26,1,0.02,0.03,0,1.25,0,0.05,61017,62017,63017,-1,-1,-1,72111,2,72211,2,72311,2,606,8
4101705,41017,徐宁,2,徐宁+1,0,5,1,3,蓝色品质解锁技能|64017,2,6,13,2,1,2,2,626,222,34,34,1,0.02,0.03,0,1.25,0,0.05,61017,62017,63017,-1,-1,-1,72111,2,72211,2,72311,2,676,10
4101706,41017,徐宁,2,徐宁+1,0,6,2,3,蓝色品质解锁技能|64017,2,8,13,2,1,2,2,767,271,41,41,1,0.02,0.03,0,1.25,0,0.05,61017,62017,63017,-1,-1,-1,72111,2,72211,2,72311,2,722,12
