id,id2,hero,type,level,fateHero,value,hpCoe,atkCoe,pddCoe,mddCoe,skill,dec,nextDec,name
41025301,410250000301,41025,3,1,3,1,0,0,0.05,0.04,-1,-1,觉醒至绿色 防御+6%,坑爹的名字啊
41025304,410250000304,41025,3,2,3,4,0,0,0.06,0.06,-1,-1,觉醒至绿色+1 防御+8%,坑爹的名字啊
41025307,410250000307,41025,3,3,3,7,0,0,0.08,0.08,-1,-1,觉醒至蓝色 防御+10%,坑爹的名字啊
41025310,410250000310,41025,3,4,3,10,0,0,0.1,0.1,-1,-1,觉醒至蓝色+1 防御+12%,坑爹的名字啊
41025313,410250000313,41025,3,5,3,13,0,0,0.12,0.12,-1,-1,觉醒至蓝色+2 防御+14%,坑爹的名字啊
41025316,410250000316,41025,3,6,3,16,0,0,0.14,0.14,-1,-1,觉醒至紫色 防御+16%,坑爹的名字啊
41025319,410250000319,41025,3,7,3,19,0,0,0.16,0.16,-1,-1,觉醒至紫色+1 防御+18%,坑爹的名字啊
41025322,410250000322,41025,3,8,3,22,0,0,0.18,0.18,-1,-1,觉醒至紫色+2 防御+20%,坑爹的名字啊
41025325,410250000325,41025,3,9,3,25,0,0,0.2,0.2,-1,-1,觉醒至橙色 防御+22%,坑爹的名字啊
41025328,410250000328,41025,3,10,3,28,0,0,0.22,0.22,-1,-1,觉醒至橙色+1 防御+24%,坑爹的名字啊
41025331,410250000331,41025,3,11,3,31,0,0,0.24,0.24,-1,-1,觉醒至橙色+2 防御+26%,坑爹的名字啊
41025334,410250000334,41025,3,12,3,34,0,0,0.26,0.26,-1,-1,觉醒至橙色+3 防御+28%,坑爹的名字啊
41025337,410250000337,41025,3,13,3,37,0,0,0.28,0.28,-1,-1,觉醒至红色 防御+30%,坑爹的名字啊
41025341,410250000341,41025,3,14,3,41,0,0,0.3,0.3,-1,-1,-1,坑爹的名字啊
41025401,410254000001,41025,4,1,-1,1,0.1,0,0,0,-1,气血+10%,气血+10%,骐骥驰骋
41025501,410255000001,41025,5,1,-1,1,0,0.1,0,0,-1,攻击+10%,攻击+10%,了然于胸
41025599,410255999999,41025,6,1,-1,-1,0,0.0001,0,0,-1,激活天命，缘分等级+1,激活天命，缘分等级+1,挥戈退日
41026101,410264103001,41026,1,1,41030,1,0.05,0,0,0,-1,"获得武大郎,气血+5%",觉醒至绿色 气血+6%,冷眼相待
41026104,410264103004,41026,1,2,41030,4,0.06,0,0,0,-1,"获得武大郎,气血+6%",觉醒至绿色+1 气血+8%,冷眼相待
41026107,410264103007,41026,1,3,41030,7,0.08,0,0,0,-1,"获得武大郎,气血+8%",觉醒至蓝色 气血+10%,冷眼相待
41026110,410264103010,41026,1,4,41030,10,0.1,0,0,0,-1,"获得武大郎,气血+10%",觉醒至蓝色+1 气血+12%,冷眼相待
41026113,410264103013,41026,1,5,41030,13,0.12,0,0,0,-1,"获得武大郎,气血+12%",觉醒至蓝色+2 气血+14%,冷眼相待
41026116,410264103016,41026,1,6,41030,16,0.14,0,0,0,-1,"获得武大郎,气血+14%",觉醒至紫色 气血+16%,冷眼相待
41026119,410264103019,41026,1,7,41030,19,0.16,0,0,0,-1,"获得武大郎,气血+16%",觉醒至紫色+1 气血+18%,冷眼相待
41026122,410264103022,41026,1,8,41030,22,0.18,0,0,0,-1,"获得武大郎,气血+18%",觉醒至紫色+2 气血+20%,冷眼相待
41026125,410264103025,41026,1,9,41030,25,0.2,0,0,0,-1,"获得武大郎,气血+20%",觉醒至橙色 气血+22%,冷眼相待
41026128,410264103028,41026,1,10,41030,28,0.22,0,0,0,-1,"获得武大郎,气血+22%",觉醒至橙色+1 气血+24%,冷眼相待
41026131,410264103031,41026,1,11,41030,31,0.24,0,0,0,-1,"获得武大郎,气血+24%",觉醒至橙色+2 气血+26%,冷眼相待
41026134,410264103034,41026,1,12,41030,34,0.26,0,0,0,-1,"获得武大郎,气血+26%",觉醒至橙色+3 气血+28%,冷眼相待
41026137,410264103037,41026,1,13,41030,37,0.28,0,0,0,-1,"获得武大郎,气血+28%",觉醒至红色 气血+30%,冷眼相待
41026141,410264103041,41026,1,14,41030,41,0.3,0,0,0,-1,"获得武大郎,气血+30%",-1,冷眼相待
41026201,410264102301,41026,2,1,41023,1,0,0.05,0,0,-1,"获得西门庆,攻击+5%",觉醒至绿色 攻击+6%,狼狈为奸
41026204,410264102304,41026,2,2,41023,4,0,0.06,0,0,-1,"获得西门庆,攻击+6%",觉醒至绿色+1 攻击+8%,狼狈为奸
41026207,410264102307,41026,2,3,41023,7,0,0.08,0,0,-1,"获得西门庆,攻击+8%",觉醒至蓝色 攻击+10%,狼狈为奸
41026210,410264102310,41026,2,4,41023,10,0,0.1,0,0,-1,"获得西门庆,攻击+10%",觉醒至蓝色+1 攻击+12%,狼狈为奸
41026213,410264102313,41026,2,5,41023,13,0,0.12,0,0,-1,"获得西门庆,攻击+12%",觉醒至蓝色+2 攻击+14%,狼狈为奸
41026216,410264102316,41026,2,6,41023,16,0,0.14,0,0,-1,"获得西门庆,攻击+14%",觉醒至紫色 攻击+16%,狼狈为奸
41026219,410264102319,41026,2,7,41023,19,0,0.16,0,0,-1,"获得西门庆,攻击+16%",觉醒至紫色+1 攻击+18%,狼狈为奸
41026222,410264102322,41026,2,8,41023,22,0,0.18,0,0,-1,"获得西门庆,攻击+18%",觉醒至紫色+2 攻击+20%,狼狈为奸
41026225,410264102325,41026,2,9,41023,25,0,0.2,0,0,-1,"获得西门庆,攻击+20%",觉醒至橙色 攻击+22%,狼狈为奸
41026228,410264102328,41026,2,10,41023,28,0,0.22,0,0,-1,"获得西门庆,攻击+22%",觉醒至橙色+1 攻击+24%,狼狈为奸
41026231,410264102331,41026,2,11,41023,31,0,0.24,0,0,-1,"获得西门庆,攻击+24%",觉醒至橙色+2 攻击+26%,狼狈为奸
41026234,410264102334,41026,2,12,41023,34,0,0.26,0,0,-1,"获得西门庆,攻击+26%",觉醒至橙色+3 攻击+28%,狼狈为奸
41026237,410264102337,41026,2,13,41023,37,0,0.28,0,0,-1,"获得西门庆,攻击+28%",觉醒至红色 攻击+30%,狼狈为奸
41026241,410264102341,41026,2,14,41023,41,0,0.3,0,0,-1,"获得西门庆,攻击+30%",-1,狼狈为奸
41026301,410264100601,41026,3,1,41006,1,0,0,0.05,0.04,-1,"获得武松,防御+5%",觉醒至绿色 防御+6%,心有不甘
41026304,410264100604,41026,3,2,41006,4,0,0,0.06,0.06,-1,"获得武松,防御+6%",觉醒至绿色+1 防御+8%,心有不甘
41026307,410264100607,41026,3,3,41006,7,0,0,0.08,0.08,-1,"获得武松,防御+8%",觉醒至蓝色 防御+10%,心有不甘
41026310,410264100610,41026,3,4,41006,10,0,0,0.1,0.1,-1,"获得武松,防御+10%",觉醒至蓝色+1 防御+12%,心有不甘
41026313,410264100613,41026,3,5,41006,13,0,0,0.12,0.12,-1,"获得武松,防御+12%",觉醒至蓝色+2 防御+14%,心有不甘
41026316,410264100616,41026,3,6,41006,16,0,0,0.14,0.14,-1,"获得武松,防御+14%",觉醒至紫色 防御+16%,心有不甘
41026319,410264100619,41026,3,7,41006,19,0,0,0.16,0.16,-1,"获得武松,防御+16%",觉醒至紫色+1 防御+18%,心有不甘
41026322,410264100622,41026,3,8,41006,22,0,0,0.18,0.18,-1,"获得武松,防御+18%",觉醒至紫色+2 防御+20%,心有不甘
41026325,410264100625,41026,3,9,41006,25,0,0,0.2,0.2,-1,"获得武松,防御+20%",觉醒至橙色 防御+22%,心有不甘
41026328,410264100628,41026,3,10,41006,28,0,0,0.22,0.22,-1,"获得武松,防御+22%",觉醒至橙色+1 防御+24%,心有不甘
41026331,410264100631,41026,3,11,41006,31,0,0,0.24,0.24,-1,"获得武松,防御+24%",觉醒至橙色+2 防御+26%,心有不甘
41026334,410264100634,41026,3,12,41006,34,0,0,0.26,0.26,-1,"获得武松,防御+26%",觉醒至橙色+3 防御+28%,心有不甘
41026337,410264100637,41026,3,13,41006,37,0,0,0.28,0.28,-1,"获得武松,防御+28%",觉醒至红色 防御+30%,心有不甘
41026341,410264100641,41026,3,14,41006,41,0,0,0.3,0.3,-1,"获得武松,防御+30%",-1,心有不甘
41026401,410264000001,41026,4,1,-1,1,0.1,0,0,0,-1,气血+10%,气血+10%,骐骥驰骋
41026501,410265000001,41026,5,1,-1,1,0,0.1,0,0,-1,攻击+10%,攻击+10%,了然于胸
41026601,410266000001,41026,6,1,-1,1,0,0.0001,0,0,仙籁音|真·仙籁音,激活天命，缘分等级+1,激活天命，缘分等级+1,挥戈退日
41027101,410274101301,41027,1,1,41013,1,0.05,0,0,0,-1,"获得公孙胜,气血+5%",觉醒至绿色 气血+6%,管鲍之交
41027104,410274101304,41027,1,2,41013,4,0.06,0,0,0,-1,"获得公孙胜,气血+6%",觉醒至绿色+1 气血+8%,管鲍之交
41027107,410274101307,41027,1,3,41013,7,0.08,0,0,0,-1,"获得公孙胜,气血+8%",觉醒至蓝色 气血+10%,管鲍之交
41027110,410274101310,41027,1,4,41013,10,0.1,0,0,0,-1,"获得公孙胜,气血+10%",觉醒至蓝色+1 气血+12%,管鲍之交
41027113,410274101313,41027,1,5,41013,13,0.12,0,0,0,-1,"获得公孙胜,气血+12%",觉醒至蓝色+2 气血+14%,管鲍之交
41027116,410274101316,41027,1,6,41013,16,0.14,0,0,0,-1,"获得公孙胜,气血+14%",觉醒至紫色 气血+16%,管鲍之交
41027119,410274101319,41027,1,7,41013,19,0.16,0,0,0,-1,"获得公孙胜,气血+16%",觉醒至紫色+1 气血+18%,管鲍之交
41027122,410274101322,41027,1,8,41013,22,0.18,0,0,0,-1,"获得公孙胜,气血+18%",觉醒至紫色+2 气血+20%,管鲍之交
41027125,410274101325,41027,1,9,41013,25,0.2,0,0,0,-1,"获得公孙胜,气血+20%",觉醒至橙色 气血+22%,管鲍之交
41027128,410274101328,41027,1,10,41013,28,0.22,0,0,0,-1,"获得公孙胜,气血+22%",觉醒至橙色+1 气血+24%,管鲍之交
41027131,410274101331,41027,1,11,41013,31,0.24,0,0,0,-1,"获得公孙胜,气血+24%",觉醒至橙色+2 气血+26%,管鲍之交
41027134,410274101334,41027,1,12,41013,34,0.26,0,0,0,-1,"获得公孙胜,气血+26%",觉醒至橙色+3 气血+28%,管鲍之交
41027137,410274101337,41027,1,13,41013,37,0.28,0,0,0,-1,"获得公孙胜,气血+28%",觉醒至红色 气血+30%,管鲍之交
41027141,410274101341,41027,1,14,41013,41,0.3,0,0,0,-1,"获得公孙胜,气血+30%",-1,管鲍之交
41027201,410274100301,41027,2,1,41003,1,0,0.05,0,0,-1,"获得卢俊义,攻击+5%",觉醒至绿色 攻击+6%,深情厚谊
41027204,410274100304,41027,2,2,41003,4,0,0.06,0,0,-1,"获得卢俊义,攻击+6%",觉醒至绿色+1 攻击+8%,深情厚谊
41027207,410274100307,41027,2,3,41003,7,0,0.08,0,0,-1,"获得卢俊义,攻击+8%",觉醒至蓝色 攻击+10%,深情厚谊
41027210,410274100310,41027,2,4,41003,10,0,0.1,0,0,-1,"获得卢俊义,攻击+10%",觉醒至蓝色+1 攻击+12%,深情厚谊
41027213,410274100313,41027,2,5,41003,13,0,0.12,0,0,-1,"获得卢俊义,攻击+12%",觉醒至蓝色+2 攻击+14%,深情厚谊
41027216,410274100316,41027,2,6,41003,16,0,0.14,0,0,-1,"获得卢俊义,攻击+14%",觉醒至紫色 攻击+16%,深情厚谊
41027219,410274100319,41027,2,7,41003,19,0,0.16,0,0,-1,"获得卢俊义,攻击+16%",觉醒至紫色+1 攻击+18%,深情厚谊
41027222,410274100322,41027,2,8,41003,22,0,0.18,0,0,-1,"获得卢俊义,攻击+18%",觉醒至紫色+2 攻击+20%,深情厚谊
41027225,410274100325,41027,2,9,41003,25,0,0.2,0,0,-1,"获得卢俊义,攻击+20%",觉醒至橙色 攻击+22%,深情厚谊
41027228,410274100328,41027,2,10,41003,28,0,0.22,0,0,-1,"获得卢俊义,攻击+22%",觉醒至橙色+1 攻击+24%,深情厚谊
41027231,410274100331,41027,2,11,41003,31,0,0.24,0,0,-1,"获得卢俊义,攻击+24%",觉醒至橙色+2 攻击+26%,深情厚谊
41027234,410274100334,41027,2,12,41003,34,0,0.26,0,0,-1,"获得卢俊义,攻击+26%",觉醒至橙色+3 攻击+28%,深情厚谊
41027237,410274100337,41027,2,13,41003,37,0,0.28,0,0,-1,"获得卢俊义,攻击+28%",觉醒至红色 攻击+30%,深情厚谊
41027241,410274100341,41027,2,14,41003,41,0,0.3,0,0,-1,"获得卢俊义,攻击+30%",-1,深情厚谊
41027301,410274104301,41027,3,1,41043,1,0,0,0.05,0.04,-1,"获得血怒林冲,防御+5%",觉醒至绿色 防御+6%,仰慕已久
41027304,410274104304,41027,3,2,41043,4,0,0,0.06,0.06,-1,"获得血怒林冲,防御+6%",觉醒至绿色+1 防御+8%,仰慕已久
41027307,410274104307,41027,3,3,41043,7,0,0,0.08,0.08,-1,"获得血怒林冲,防御+8%",觉醒至蓝色 防御+10%,仰慕已久
41027310,410274104310,41027,3,4,41043,10,0,0,0.1,0.1,-1,"获得血怒林冲,防御+10%",觉醒至蓝色+1 防御+12%,仰慕已久
41027313,410274104313,41027,3,5,41043,13,0,0,0.12,0.12,-1,"获得血怒林冲,防御+12%",觉醒至蓝色+2 防御+14%,仰慕已久
41027316,410274104316,41027,3,6,41043,16,0,0,0.14,0.14,-1,"获得血怒林冲,防御+14%",觉醒至紫色 防御+16%,仰慕已久
41027319,410274104319,41027,3,7,41043,19,0,0,0.16,0.16,-1,"获得血怒林冲,防御+16%",觉醒至紫色+1 防御+18%,仰慕已久
41027322,410274104322,41027,3,8,41043,22,0,0,0.18,0.18,-1,"获得血怒林冲,防御+18%",觉醒至紫色+2 防御+20%,仰慕已久
41027325,410274104325,41027,3,9,41043,25,0,0,0.2,0.2,-1,"获得血怒林冲,防御+20%",觉醒至橙色 防御+22%,仰慕已久
41027328,410274104328,41027,3,10,41043,28,0,0,0.22,0.22,-1,"获得血怒林冲,防御+22%",觉醒至橙色+1 防御+24%,仰慕已久
41027331,410274104331,41027,3,11,41043,31,0,0,0.24,0.24,-1,"获得血怒林冲,防御+24%",觉醒至橙色+2 防御+26%,仰慕已久
41027334,410274104334,41027,3,12,41043,34,0,0,0.26,0.26,-1,"获得血怒林冲,防御+26%",觉醒至橙色+3 防御+28%,仰慕已久
41027337,410274104337,41027,3,13,41043,37,0,0,0.28,0.28,-1,"获得血怒林冲,防御+28%",觉醒至红色 防御+30%,仰慕已久
41027341,410274104341,41027,3,14,41043,41,0,0,0.3,0.3,-1,"获得血怒林冲,防御+30%",-1,仰慕已久
41027401,410274000001,41027,4,1,-1,1,0.1,0,0,0,-1,气血+10%,气血+10%,骐骥驰骋
41027501,410275000001,41027,5,1,-1,1,0,0.1,0,0,-1,攻击+10%,攻击+10%,了然于胸
41027599,410275999999,41027,6,1,-1,-1,0,0.0001,0,0,-1,激活天命，缘分等级+1,激活天命，缘分等级+1,挥戈退日
41028101,410280000101,41028,1,1,1,1,0.05,0,0,0,-1,-1,觉醒至绿色 气血+6%,坑爹的名字啊
41028104,410280000104,41028,1,2,1,4,0.06,0,0,0,-1,-1,觉醒至绿色+1 气血+8%,坑爹的名字啊
41028107,410280000107,41028,1,3,1,7,0.08,0,0,0,-1,-1,觉醒至蓝色 气血+10%,坑爹的名字啊
41028110,410280000110,41028,1,4,1,10,0.1,0,0,0,-1,-1,觉醒至蓝色+1 气血+12%,坑爹的名字啊
41028113,410280000113,41028,1,5,1,13,0.12,0,0,0,-1,-1,觉醒至蓝色+2 气血+14%,坑爹的名字啊
41028116,410280000116,41028,1,6,1,16,0.14,0,0,0,-1,-1,觉醒至紫色 气血+16%,坑爹的名字啊
41028119,410280000119,41028,1,7,1,19,0.16,0,0,0,-1,-1,觉醒至紫色+1 气血+18%,坑爹的名字啊
41028122,410280000122,41028,1,8,1,22,0.18,0,0,0,-1,-1,觉醒至紫色+2 气血+20%,坑爹的名字啊
41028125,410280000125,41028,1,9,1,25,0.2,0,0,0,-1,-1,觉醒至橙色 气血+22%,坑爹的名字啊
41028128,410280000128,41028,1,10,1,28,0.22,0,0,0,-1,-1,觉醒至橙色+1 气血+24%,坑爹的名字啊
41028131,410280000131,41028,1,11,1,31,0.24,0,0,0,-1,-1,觉醒至橙色+2 气血+26%,坑爹的名字啊
41028134,410280000134,41028,1,12,1,34,0.26,0,0,0,-1,-1,觉醒至橙色+3 气血+28%,坑爹的名字啊
41028137,410280000137,41028,1,13,1,37,0.28,0,0,0,-1,-1,觉醒至红色 气血+30%,坑爹的名字啊
41028141,410280000141,41028,1,14,1,41,0.3,0,0,0,-1,-1,-1,坑爹的名字啊
41028201,410280000201,41028,2,1,2,1,0,0.05,0,0,-1,-1,觉醒至绿色 攻击+6%,坑爹的名字啊
41028204,410280000204,41028,2,2,2,4,0,0.06,0,0,-1,-1,觉醒至绿色+1 攻击+8%,坑爹的名字啊
41028207,410280000207,41028,2,3,2,7,0,0.08,0,0,-1,-1,觉醒至蓝色 攻击+10%,坑爹的名字啊
41028210,410280000210,41028,2,4,2,10,0,0.1,0,0,-1,-1,觉醒至蓝色+1 攻击+12%,坑爹的名字啊
41028213,410280000213,41028,2,5,2,13,0,0.12,0,0,-1,-1,觉醒至蓝色+2 攻击+14%,坑爹的名字啊
41028216,410280000216,41028,2,6,2,16,0,0.14,0,0,-1,-1,觉醒至紫色 攻击+16%,坑爹的名字啊
41028219,410280000219,41028,2,7,2,19,0,0.16,0,0,-1,-1,觉醒至紫色+1 攻击+18%,坑爹的名字啊
41028222,410280000222,41028,2,8,2,22,0,0.18,0,0,-1,-1,觉醒至紫色+2 攻击+20%,坑爹的名字啊
41028225,410280000225,41028,2,9,2,25,0,0.2,0,0,-1,-1,觉醒至橙色 攻击+22%,坑爹的名字啊
41028228,410280000228,41028,2,10,2,28,0,0.22,0,0,-1,-1,觉醒至橙色+1 攻击+24%,坑爹的名字啊
41028231,410280000231,41028,2,11,2,31,0,0.24,0,0,-1,-1,觉醒至橙色+2 攻击+26%,坑爹的名字啊
41028234,410280000234,41028,2,12,2,34,0,0.26,0,0,-1,-1,觉醒至橙色+3 攻击+28%,坑爹的名字啊
41028237,410280000237,41028,2,13,2,37,0,0.28,0,0,-1,-1,觉醒至红色 攻击+30%,坑爹的名字啊
41028241,410280000241,41028,2,14,2,41,0,0.3,0,0,-1,-1,-1,坑爹的名字啊
41028301,410280000301,41028,3,1,3,1,0,0,0.05,0.04,-1,-1,觉醒至绿色 防御+6%,坑爹的名字啊
41028304,410280000304,41028,3,2,3,4,0,0,0.06,0.06,-1,-1,觉醒至绿色+1 防御+8%,坑爹的名字啊
41028307,410280000307,41028,3,3,3,7,0,0,0.08,0.08,-1,-1,觉醒至蓝色 防御+10%,坑爹的名字啊
41028310,410280000310,41028,3,4,3,10,0,0,0.1,0.1,-1,-1,觉醒至蓝色+1 防御+12%,坑爹的名字啊
41028313,410280000313,41028,3,5,3,13,0,0,0.12,0.12,-1,-1,觉醒至蓝色+2 防御+14%,坑爹的名字啊
41028316,410280000316,41028,3,6,3,16,0,0,0.14,0.14,-1,-1,觉醒至紫色 防御+16%,坑爹的名字啊
41028319,410280000319,41028,3,7,3,19,0,0,0.16,0.16,-1,-1,觉醒至紫色+1 防御+18%,坑爹的名字啊
41028322,410280000322,41028,3,8,3,22,0,0,0.18,0.18,-1,-1,觉醒至紫色+2 防御+20%,坑爹的名字啊
41028325,410280000325,41028,3,9,3,25,0,0,0.2,0.2,-1,-1,觉醒至橙色 防御+22%,坑爹的名字啊
41028328,410280000328,41028,3,10,3,28,0,0,0.22,0.22,-1,-1,觉醒至橙色+1 防御+24%,坑爹的名字啊
41028331,410280000331,41028,3,11,3,31,0,0,0.24,0.24,-1,-1,觉醒至橙色+2 防御+26%,坑爹的名字啊
41028334,410280000334,41028,3,12,3,34,0,0,0.26,0.26,-1,-1,觉醒至橙色+3 防御+28%,坑爹的名字啊
41028337,410280000337,41028,3,13,3,37,0,0,0.28,0.28,-1,-1,觉醒至红色 防御+30%,坑爹的名字啊
41028341,410280000341,41028,3,14,3,41,0,0,0.3,0.3,-1,-1,-1,坑爹的名字啊
41028401,410284000001,41028,4,1,-1,1,0.1,0,0,0,-1,气血+10%,气血+10%,骐骥驰骋
41028501,410285000001,41028,5,1,-1,1,0,0.1,0,0,-1,攻击+10%,攻击+10%,了然于胸
41028599,410285999999,41028,6,1,-1,-1,0,0.0001,0,0,-1,激活天命，缘分等级+1,激活天命，缘分等级+1,挥戈退日
41029101,410294101401,41029,1,1,41014,1,0.05,0,0,0,-1,"获得花荣,气血+5%",觉醒至绿色 气血+6%,志同道合
41029104,410294101404,41029,1,2,41014,4,0.06,0,0,0,-1,"获得花荣,气血+6%",觉醒至绿色+1 气血+8%,志同道合
41029107,410294101407,41029,1,3,41014,7,0.08,0,0,0,-1,"获得花荣,气血+8%",觉醒至蓝色 气血+10%,志同道合
41029110,410294101410,41029,1,4,41014,10,0.1,0,0,0,-1,"获得花荣,气血+10%",觉醒至蓝色+1 气血+12%,志同道合
41029113,410294101413,41029,1,5,41014,13,0.12,0,0,0,-1,"获得花荣,气血+12%",觉醒至蓝色+2 气血+14%,志同道合
41029116,410294101416,41029,1,6,41014,16,0.14,0,0,0,-1,"获得花荣,气血+14%",觉醒至紫色 气血+16%,志同道合
41029119,410294101419,41029,1,7,41014,19,0.16,0,0,0,-1,"获得花荣,气血+16%",觉醒至紫色+1 气血+18%,志同道合
41029122,410294101422,41029,1,8,41014,22,0.18,0,0,0,-1,"获得花荣,气血+18%",觉醒至紫色+2 气血+20%,志同道合
41029125,410294101425,41029,1,9,41014,25,0.2,0,0,0,-1,"获得花荣,气血+20%",觉醒至橙色 气血+22%,志同道合
41029128,410294101428,41029,1,10,41014,28,0.22,0,0,0,-1,"获得花荣,气血+22%",觉醒至橙色+1 气血+24%,志同道合
41029131,410294101431,41029,1,11,41014,31,0.24,0,0,0,-1,"获得花荣,气血+24%",觉醒至橙色+2 气血+26%,志同道合
41029134,410294101434,41029,1,12,41014,34,0.26,0,0,0,-1,"获得花荣,气血+26%",觉醒至橙色+3 气血+28%,志同道合
41029137,410294101437,41029,1,13,41014,37,0.28,0,0,0,-1,"获得花荣,气血+28%",觉醒至红色 气血+30%,志同道合
41029141,410294101441,41029,1,14,41014,41,0.3,0,0,0,-1,"获得花荣,气血+30%",-1,志同道合
41029201,410294103201,41029,2,1,41032,1,0,0.05,0,0,-1,"获得索超,攻击+5%",觉醒至绿色 攻击+6%,不分伯仲
41029204,410294103204,41029,2,2,41032,4,0,0.06,0,0,-1,"获得索超,攻击+6%",觉醒至绿色+1 攻击+8%,不分伯仲
41029207,410294103207,41029,2,3,41032,7,0,0.08,0,0,-1,"获得索超,攻击+8%",觉醒至蓝色 攻击+10%,不分伯仲
41029210,410294103210,41029,2,4,41032,10,0,0.1,0,0,-1,"获得索超,攻击+10%",觉醒至蓝色+1 攻击+12%,不分伯仲
41029213,410294103213,41029,2,5,41032,13,0,0.12,0,0,-1,"获得索超,攻击+12%",觉醒至蓝色+2 攻击+14%,不分伯仲
41029216,410294103216,41029,2,6,41032,16,0,0.14,0,0,-1,"获得索超,攻击+14%",觉醒至紫色 攻击+16%,不分伯仲
41029219,410294103219,41029,2,7,41032,19,0,0.16,0,0,-1,"获得索超,攻击+16%",觉醒至紫色+1 攻击+18%,不分伯仲
41029222,410294103222,41029,2,8,41032,22,0,0.18,0,0,-1,"获得索超,攻击+18%",觉醒至紫色+2 攻击+20%,不分伯仲
41029225,410294103225,41029,2,9,41032,25,0,0.2,0,0,-1,"获得索超,攻击+20%",觉醒至橙色 攻击+22%,不分伯仲
41029228,410294103228,41029,2,10,41032,28,0,0.22,0,0,-1,"获得索超,攻击+22%",觉醒至橙色+1 攻击+24%,不分伯仲
41029231,410294103231,41029,2,11,41032,31,0,0.24,0,0,-1,"获得索超,攻击+24%",觉醒至橙色+2 攻击+26%,不分伯仲
41029234,410294103234,41029,2,12,41032,34,0,0.26,0,0,-1,"获得索超,攻击+26%",觉醒至橙色+3 攻击+28%,不分伯仲
41029237,410294103237,41029,2,13,41032,37,0,0.28,0,0,-1,"获得索超,攻击+28%",觉醒至红色 攻击+30%,不分伯仲
41029241,410294103241,41029,2,14,41032,41,0,0.3,0,0,-1,"获得索超,攻击+30%",-1,不分伯仲
41029301,410294104501,41029,3,1,41045,1,0,0,0.05,0.04,-1,"获得幻舞李师师,防御+5%",觉醒至绿色 防御+6%,仰慕已久
41029304,410294104504,41029,3,2,41045,4,0,0,0.06,0.06,-1,"获得幻舞李师师,防御+6%",觉醒至绿色+1 防御+8%,仰慕已久
41029307,410294104507,41029,3,3,41045,7,0,0,0.08,0.08,-1,"获得幻舞李师师,防御+8%",觉醒至蓝色 防御+10%,仰慕已久
41029310,410294104510,41029,3,4,41045,10,0,0,0.1,0.1,-1,"获得幻舞李师师,防御+10%",觉醒至蓝色+1 防御+12%,仰慕已久
41029313,410294104513,41029,3,5,41045,13,0,0,0.12,0.12,-1,"获得幻舞李师师,防御+12%",觉醒至蓝色+2 防御+14%,仰慕已久
41029316,410294104516,41029,3,6,41045,16,0,0,0.14,0.14,-1,"获得幻舞李师师,防御+14%",觉醒至紫色 防御+16%,仰慕已久
41029319,410294104519,41029,3,7,41045,19,0,0,0.16,0.16,-1,"获得幻舞李师师,防御+16%",觉醒至紫色+1 防御+18%,仰慕已久
41029322,410294104522,41029,3,8,41045,22,0,0,0.18,0.18,-1,"获得幻舞李师师,防御+18%",觉醒至紫色+2 防御+20%,仰慕已久
41029325,410294104525,41029,3,9,41045,25,0,0,0.2,0.2,-1,"获得幻舞李师师,防御+20%",觉醒至橙色 防御+22%,仰慕已久
41029328,410294104528,41029,3,10,41045,28,0,0,0.22,0.22,-1,"获得幻舞李师师,防御+22%",觉醒至橙色+1 防御+24%,仰慕已久
41029331,410294104531,41029,3,11,41045,31,0,0,0.24,0.24,-1,"获得幻舞李师师,防御+24%",觉醒至橙色+2 防御+26%,仰慕已久
41029334,410294104534,41029,3,12,41045,34,0,0,0.26,0.26,-1,"获得幻舞李师师,防御+26%",觉醒至橙色+3 防御+28%,仰慕已久
41029337,410294104537,41029,3,13,41045,37,0,0,0.28,0.28,-1,"获得幻舞李师师,防御+28%",觉醒至红色 防御+30%,仰慕已久
41029341,410294104541,41029,3,14,41045,41,0,0,0.3,0.3,-1,"获得幻舞李师师,防御+30%",-1,仰慕已久
41029401,410294000001,41029,4,1,-1,1,0.1,0,0,0,-1,气血+10%,气血+10%,骐骥驰骋
41029501,410295000001,41029,5,1,-1,1,0,0.1,0,0,-1,攻击+10%,攻击+10%,了然于胸
41029599,410295999999,41029,6,1,-1,-1,0,0.0001,0,0,-1,激活天命，缘分等级+1,激活天命，缘分等级+1,挥戈退日
41030101,410304100601,41030,1,1,41006,1,0.05,0,0,0,-1,"获得武松,气血+5%",觉醒至绿色 气血+6%,手足之情
41030104,410304100604,41030,1,2,41006,4,0.06,0,0,0,-1,"获得武松,气血+6%",觉醒至绿色+1 气血+8%,手足之情
41030107,410304100607,41030,1,3,41006,7,0.08,0,0,0,-1,"获得武松,气血+8%",觉醒至蓝色 气血+10%,手足之情
41030110,410304100610,41030,1,4,41006,10,0.1,0,0,0,-1,"获得武松,气血+10%",觉醒至蓝色+1 气血+12%,手足之情
41030113,410304100613,41030,1,5,41006,13,0.12,0,0,0,-1,"获得武松,气血+12%",觉醒至蓝色+2 气血+14%,手足之情
41030116,410304100616,41030,1,6,41006,16,0.14,0,0,0,-1,"获得武松,气血+14%",觉醒至紫色 气血+16%,手足之情
41030119,410304100619,41030,1,7,41006,19,0.16,0,0,0,-1,"获得武松,气血+16%",觉醒至紫色+1 气血+18%,手足之情
