id,hero,level,name,icon,type,starLevel,moneyType,price,hp,atk,pdd,mdd,hit,miss,criPrb,criRes,criCoe,coeRes,ctrPrb
410250754,41025,75,4级金星石,img_4X_Jin,5,4,2,4000,3700,385,135,135,0,0,0,0,0,0,0
410260351,41026,35,1级土星石,img_1X_Tu,1,1,1,50000,370,40,15,15,0,0,0,0,0,0,0
410260352,41026,35,2级土星石,img_2X_Tu,1,2,1,100000,445,50,20,20,0,0,0,0,0,0,0
410260353,41026,35,3级土星石,img_3X_Tu,1,3,2,300,740,80,30,30,0,0,0,0,0,0,0
410260354,41026,35,4级土星石,img_4X_Tu,1,4,2,800,925,100,35,35,0,0,0,0,0,0,0
410260451,41026,45,1级木星石,img_1X_Mu,2,1,1,100000,740,80,30,30,0,0,0,0,0,0,0
410260452,41026,45,2级木星石,img_2X_Mu,2,2,1,200000,890,95,35,35,0,0,0,0,0,0,0
410260453,41026,45,3级木星石,img_3X_Mu,2,3,2,600,1110,115,40,40,0,0,0,0,0,0,0
410260454,41026,45,4级木星石,img_4X_Mu,2,4,2,1600,1850,195,70,70,0,0,0,0,0,0,0
410260551,41026,55,1级水星石,img_1X_Sui,3,1,1,200000,1110,115,40,40,0,0,0,0,0,0,0
410260552,41026,55,2级水星石,img_2X_Sui,3,2,1,400000,1295,135,50,50,0,0,0,0,0,0,0
410260553,41026,55,3级水星石,img_3X_Sui,3,3,2,1200,2035,215,75,75,0,0,0,0,0,0,0
410260554,41026,55,4级水星石,img_4X_Sui,3,4,2,2400,2220,230,80,80,0,0,0,0,0,0,0
410260651,41026,65,1级火星石,img_1X_Huo,4,1,1,400000,2035,215,75,75,0,0,0,0,0,0,0
410260652,41026,65,2级火星石,img_2X_Huo,4,2,1,800000,2220,230,80,80,0,0,0,0,0,0,0
410260653,41026,65,3级火星石,img_3X_Huo,4,3,2,1800,2220,230,80,80,0,0,0,0,0,0,0
410260654,41026,65,4级火星石,img_4X_Huo,4,4,2,3200,2960,310,110,110,0,0,0,0,0,0,0
410260751,41026,75,1级金星石,img_1X_Jin,5,1,1,600000,2220,230,80,80,0,0,0,0,0,0,0
410260752,41026,75,2级金星石,img_2X_Jin,5,2,1,1000000,2590,270,95,95,0,0,0,0,0,0,0
410260753,41026,75,3级金星石,img_3X_Jin,5,3,2,2400,2960,310,110,110,0,0,0,0,0,0,0
410260754,41026,75,4级金星石,img_4X_Jin,5,4,2,4000,3700,385,135,135,0,0,0,0,0,0,0
410270351,41027,35,1级土星石,img_1X_Tu,1,1,1,50000,370,40,15,15,0,0,0,0,0,0,0
410270352,41027,35,2级土星石,img_2X_Tu,1,2,1,100000,445,50,20,20,0,0,0,0,0,0,0
410270353,41027,35,3级土星石,img_3X_Tu,1,3,2,300,740,80,30,30,0,0,0,0,0,0,0
410270354,41027,35,4级土星石,img_4X_Tu,1,4,2,800,925,100,35,35,0,0,0,0,0,0,0
410270451,41027,45,1级木星石,img_1X_Mu,2,1,1,100000,740,80,30,30,0,0,0,0,0,0,0
410270452,41027,45,2级木星石,img_2X_Mu,2,2,1,200000,890,95,35,35,0,0,0,0,0,0,0
410270453,41027,45,3级木星石,img_3X_Mu,2,3,2,600,1110,115,40,40,0,0,0,0,0,0,0
410270454,41027,45,4级木星石,img_4X_Mu,2,4,2,1600,1850,195,70,70,0,0,0,0,0,0,0
410270551,41027,55,1级水星石,img_1X_Sui,3,1,1,200000,1110,115,40,40,0,0,0,0,0,0,0
410270552,41027,55,2级水星石,img_2X_Sui,3,2,1,400000,1295,135,50,50,0,0,0,0,0,0,0
410270553,41027,55,3级水星石,img_3X_Sui,3,3,2,1200,2035,215,75,75,0,0,0,0,0,0,0
410270554,41027,55,4级水星石,img_4X_Sui,3,4,2,2400,2220,230,80,80,0,0,0,0,0,0,0
410270651,41027,65,1级火星石,img_1X_Huo,4,1,1,400000,2035,215,75,75,0,0,0,0,0,0,0
410270652,41027,65,2级火星石,img_2X_Huo,4,2,1,800000,2220,230,80,80,0,0,0,0,0,0,0
410270653,41027,65,3级火星石,img_3X_Huo,4,3,2,1800,2220,230,80,80,0,0,0,0,0,0,0
410270654,41027,65,4级火星石,img_4X_Huo,4,4,2,3200,2960,310,110,110,0,0,0,0,0,0,0
410270751,41027,75,1级金星石,img_1X_Jin,5,1,1,600000,2220,230,80,80,0,0,0,0,0,0,0
410270752,41027,75,2级金星石,img_2X_Jin,5,2,1,1000000,2590,270,95,95,0,0,0,0,0,0,0
410270753,41027,75,3级金星石,img_3X_Jin,5,3,2,2400,2960,310,110,110,0,0,0,0,0,0,0
410270754,41027,75,4级金星石,img_4X_Jin,5,4,2,4000,3700,385,135,135,0,0,0,0,0,0,0
410280351,41028,35,1级土星石,img_1X_Tu,1,1,1,50000,370,40,15,15,0,0,0,0,0,0,0
410280352,41028,35,2级土星石,img_2X_Tu,1,2,1,100000,445,50,20,20,0,0,0,0,0,0,0
410280353,41028,35,3级土星石,img_3X_Tu,1,3,2,300,740,80,30,30,0,0,0,0,0,0,0
410280354,41028,35,4级土星石,img_4X_Tu,1,4,2,800,925,100,35,35,0,0,0,0,0,0,0
410280451,41028,45,1级木星石,img_1X_Mu,2,1,1,100000,740,80,30,30,0,0,0,0,0,0,0
410280452,41028,45,2级木星石,img_2X_Mu,2,2,1,200000,890,95,35,35,0,0,0,0,0,0,0
410280453,41028,45,3级木星石,img_3X_Mu,2,3,2,600,1110,115,40,40,0,0,0,0,0,0,0
410280454,41028,45,4级木星石,img_4X_Mu,2,4,2,1600,1850,195,70,70,0,0,0,0,0,0,0
410280551,41028,55,1级水星石,img_1X_Sui,3,1,1,200000,1110,115,40,40,0,0,0,0,0,0,0
410280552,41028,55,2级水星石,img_2X_Sui,3,2,1,400000,1295,135,50,50,0,0,0,0,0,0,0
410280553,41028,55,3级水星石,img_3X_Sui,3,3,2,1200,2035,215,75,75,0,0,0,0,0,0,0
410280554,41028,55,4级水星石,img_4X_Sui,3,4,2,2400,2220,230,80,80,0,0,0,0,0,0,0
410280651,41028,65,1级火星石,img_1X_Huo,4,1,1,400000,2035,215,75,75,0,0,0,0,0,0,0
410280652,41028,65,2级火星石,img_2X_Huo,4,2,1,800000,2220,230,80,80,0,0,0,0,0,0,0
410280653,41028,65,3级火星石,img_3X_Huo,4,3,2,1800,2220,230,80,80,0,0,0,0,0,0,0
410280654,41028,65,4级火星石,img_4X_Huo,4,4,2,3200,2960,310,110,110,0,0,0,0,0,0,0
410280751,41028,75,1级金星石,img_1X_Jin,5,1,1,600000,2220,230,80,80,0,0,0,0,0,0,0
410280752,41028,75,2级金星石,img_2X_Jin,5,2,1,1000000,2590,270,95,95,0,0,0,0,0,0,0
410280753,41028,75,3级金星石,img_3X_Jin,5,3,2,2400,2960,310,110,110,0,0,0,0,0,0,0
410280754,41028,75,4级金星石,img_4X_Jin,5,4,2,4000,3700,385,135,135,0,0,0,0,0,0,0
410290351,41029,35,1级土星石,img_1X_Tu,1,1,1,50000,370,40,15,15,0,0,0,0,0,0,0
410290352,41029,35,2级土星石,img_2X_Tu,1,2,1,100000,445,50,20,20,0,0,0,0,0,0,0
410290353,41029,35,3级土星石,img_3X_Tu,1,3,2,300,740,80,30,30,0,0,0,0,0,0,0
410290354,41029,35,4级土星石,img_4X_Tu,1,4,2,800,925,100,35,35,0,0,0,0,0,0,0
410290451,41029,45,1级木星石,img_1X_Mu,2,1,1,100000,740,80,30,30,0,0,0,0,0,0,0
410290452,41029,45,2级木星石,img_2X_Mu,2,2,1,200000,890,95,35,35,0,0,0,0,0,0,0
410290453,41029,45,3级木星石,img_3X_Mu,2,3,2,600,1110,115,40,40,0,0,0,0,0,0,0
410290454,41029,45,4级木星石,img_4X_Mu,2,4,2,1600,1850,195,70,70,0,0,0,0,0,0,0
410290551,41029,55,1级水星石,img_1X_Sui,3,1,1,200000,1110,115,40,40,0,0,0,0,0,0,0
410290552,41029,55,2级水星石,img_2X_Sui,3,2,1,400000,1295,135,50,50,0,0,0,0,0,0,0
410290553,41029,55,3级水星石,img_3X_Sui,3,3,2,1200,2035,215,75,75,0,0,0,0,0,0,0
410290554,41029,55,4级水星石,img_4X_Sui,3,4,2,2400,2220,230,80,80,0,0,0,0,0,0,0
410290651,41029,65,1级火星石,img_1X_Huo,4,1,1,400000,2035,215,75,75,0,0,0,0,0,0,0
410290652,41029,65,2级火星石,img_2X_Huo,4,2,1,800000,2220,230,80,80,0,0,0,0,0,0,0
410290653,41029,65,3级火星石,img_3X_Huo,4,3,2,1800,2220,230,80,80,0,0,0,0,0,0,0
410290654,41029,65,4级火星石,img_4X_Huo,4,4,2,3200,2960,310,110,110,0,0,0,0,0,0,0
410290751,41029,75,1级金星石,img_1X_Jin,5,1,1,600000,2220,230,80,80,0,0,0,0,0,0,0
410290752,41029,75,2级金星石,img_2X_Jin,5,2,1,1000000,2590,270,95,95,0,0,0,0,0,0,0
410290753,41029,75,3级金星石,img_3X_Jin,5,3,2,2400,2960,310,110,110,0,0,0,0,0,0,0
410290754,41029,75,4级金星石,img_4X_Jin,5,4,2,4000,3700,385,135,135,0,0,0,0,0,0,0
410300351,41030,35,1级土星石,img_1X_Tu,1,1,1,50000,370,40,15,15,0,0,0,0,0,0,0
410300352,41030,35,2级土星石,img_2X_Tu,1,2,1,100000,445,50,20,20,0,0,0,0,0,0,0
410300353,41030,35,3级土星石,img_3X_Tu,1,3,2,300,740,80,30,30,0,0,0,0,0,0,0
410300354,41030,35,4级土星石,img_4X_Tu,1,4,2,800,925,100,35,35,0,0,0,0,0,0,0
410300451,41030,45,1级木星石,img_1X_Mu,2,1,1,100000,740,80,30,30,0,0,0,0,0,0,0
410300452,41030,45,2级木星石,img_2X_Mu,2,2,1,200000,890,95,35,35,0,0,0,0,0,0,0
410300453,41030,45,3级木星石,img_3X_Mu,2,3,2,600,1110,115,40,40,0,0,0,0,0,0,0
410300454,41030,45,4级木星石,img_4X_Mu,2,4,2,1600,1850,195,70,70,0,0,0,0,0,0,0
410300551,41030,55,1级水星石,img_1X_Sui,3,1,1,200000,1110,115,40,40,0,0,0,0,0,0,0
410300552,41030,55,2级水星石,img_2X_Sui,3,2,1,400000,1295,135,50,50,0,0,0,0,0,0,0
410300553,41030,55,3级水星石,img_3X_Sui,3,3,2,1200,2035,215,75,75,0,0,0,0,0,0,0
410300554,41030,55,4级水星石,img_4X_Sui,3,4,2,2400,2220,230,80,80,0,0,0,0,0,0,0
410300651,41030,65,1级火星石,img_1X_Huo,4,1,1,400000,2035,215,75,75,0,0,0,0,0,0,0
410300652,41030,65,2级火星石,img_2X_Huo,4,2,1,800000,2220,230,80,80,0,0,0,0,0,0,0
410300653,41030,65,3级火星石,img_3X_Huo,4,3,2,1800,2220,230,80,80,0,0,0,0,0,0,0
410300654,41030,65,4级火星石,img_4X_Huo,4,4,2,3200,2960,310,110,110,0,0,0,0,0,0,0
410300751,41030,75,1级金星石,img_1X_Jin,5,1,1,600000,2220,230,80,80,0,0,0,0,0,0,0
410300752,41030,75,2级金星石,img_2X_Jin,5,2,1,1000000,2590,270,95,95,0,0,0,0,0,0,0
410300753,41030,75,3级金星石,img_3X_Jin,5,3,2,2400,2960,310,110,110,0,0,0,0,0,0,0
410300754,41030,75,4级金星石,img_4X_Jin,5,4,2,4000,3700,385,135,135,0,0,0,0,0,0,0
410310351,41031,35,1级土星石,img_1X_Tu,1,1,1,50000,370,40,15,15,0,0,0,0,0,0,0
410310352,41031,35,2级土星石,img_2X_Tu,1,2,1,100000,445,50,20,20,0,0,0,0,0,0,0
410310353,41031,35,3级土星石,img_3X_Tu,1,3,2,300,740,80,30,30,0,0,0,0,0,0,0
410310354,41031,35,4级土星石,img_4X_Tu,1,4,2,800,925,100,35,35,0,0,0,0,0,0,0
410310451,41031,45,1级木星石,img_1X_Mu,2,1,1,100000,740,80,30,30,0,0,0,0,0,0,0
410310452,41031,45,2级木星石,img_2X_Mu,2,2,1,200000,890,95,35,35,0,0,0,0,0,0,0
410310453,41031,45,3级木星石,img_3X_Mu,2,3,2,600,1110,115,40,40,0,0,0,0,0,0,0
410310454,41031,45,4级木星石,img_4X_Mu,2,4,2,1600,1850,195,70,70,0,0,0,0,0,0,0
410310551,41031,55,1级水星石,img_1X_Sui,3,1,1,200000,1110,115,40,40,0,0,0,0,0,0,0
410310552,41031,55,2级水星石,img_2X_Sui,3,2,1,400000,1295,135,50,50,0,0,0,0,0,0,0
410310553,41031,55,3级水星石,img_3X_Sui,3,3,2,1200,2035,215,75,75,0,0,0,0,0,0,0
410310554,41031,55,4级水星石,img_4X_Sui,3,4,2,2400,2220,230,80,80,0,0,0,0,0,0,0
410310651,41031,65,1级火星石,img_1X_Huo,4,1,1,400000,2035,215,75,75,0,0,0,0,0,0,0
410310652,41031,65,2级火星石,img_2X_Huo,4,2,1,800000,2220,230,80,80,0,0,0,0,0,0,0
410310653,41031,65,3级火星石,img_3X_Huo,4,3,2,1800,2220,230,80,80,0,0,0,0,0,0,0
410310654,41031,65,4级火星石,img_4X_Huo,4,4,2,3200,2960,310,110,110,0,0,0,0,0,0,0
410310751,41031,75,1级金星石,img_1X_Jin,5,1,1,600000,2220,230,80,80,0,0,0,0,0,0,0
410310752,41031,75,2级金星石,img_2X_Jin,5,2,1,1000000,2590,270,95,95,0,0,0,0,0,0,0
410310753,41031,75,3级金星石,img_3X_Jin,5,3,2,2400,2960,310,110,110,0,0,0,0,0,0,0
410310754,41031,75,4级金星石,img_4X_Jin,5,4,2,4000,3700,385,135,135,0,0,0,0,0,0,0
410320351,41032,35,1级土星石,img_1X_Tu,1,1,1,50000,370,40,15,15,0,0,0,0,0,0,0
410320352,41032,35,2级土星石,img_2X_Tu,1,2,1,100000,445,50,20,20,0,0,0,0,0,0,0
410320353,41032,35,3级土星石,img_3X_Tu,1,3,2,300,740,80,30,30,0,0,0,0,0,0,0
410320354,41032,35,4级土星石,img_4X_Tu,1,4,2,800,925,100,35,35,0,0,0,0,0,0,0
410320451,41032,45,1级木星石,img_1X_Mu,2,1,1,100000,740,80,30,30,0,0,0,0,0,0,0
410320452,41032,45,2级木星石,img_2X_Mu,2,2,1,200000,890,95,35,35,0,0,0,0,0,0,0
410320453,41032,45,3级木星石,img_3X_Mu,2,3,2,600,1110,115,40,40,0,0,0,0,0,0,0
410320454,41032,45,4级木星石,img_4X_Mu,2,4,2,1600,1850,195,70,70,0,0,0,0,0,0,0
410320551,41032,55,1级水星石,img_1X_Sui,3,1,1,200000,1110,115,40,40,0,0,0,0,0,0,0
410320552,41032,55,2级水星石,img_2X_Sui,3,2,1,400000,1295,135,50,50,0,0,0,0,0,0,0
410320553,41032,55,3级水星石,img_3X_Sui,3,3,2,1200,2035,215,75,75,0,0,0,0,0,0,0
410320554,41032,55,4级水星石,img_4X_Sui,3,4,2,2400,2220,230,80,80,0,0,0,0,0,0,0
410320651,41032,65,1级火星石,img_1X_Huo,4,1,1,400000,2035,215,75,75,0,0,0,0,0,0,0
410320652,41032,65,2级火星石,img_2X_Huo,4,2,1,800000,2220,230,80,80,0,0,0,0,0,0,0
410320653,41032,65,3级火星石,img_3X_Huo,4,3,2,1800,2220,230,80,80,0,0,0,0,0,0,0
410320654,41032,65,4级火星石,img_4X_Huo,4,4,2,3200,2960,310,110,110,0,0,0,0,0,0,0
410320751,41032,75,1级金星石,img_1X_Jin,5,1,1,600000,2220,230,80,80,0,0,0,0,0,0,0
410320752,41032,75,2级金星石,img_2X_Jin,5,2,1,1000000,2590,270,95,95,0,0,0,0,0,0,0
410320753,41032,75,3级金星石,img_3X_Jin,5,3,2,2400,2960,310,110,110,0,0,0,0,0,0,0
410320754,41032,75,4级金星石,img_4X_Jin,5,4,2,4000,3700,385,135,135,0,0,0,0,0,0,0
410330351,41033,35,1级土星石,img_1X_Tu,1,1,1,50000,370,40,15,15,0,0,0,0,0,0,0
410330352,41033,35,2级土星石,img_2X_Tu,1,2,1,100000,445,50,20,20,0,0,0,0,0,0,0
410330353,41033,35,3级土星石,img_3X_Tu,1,3,2,300,740,80,30,30,0,0,0,0,0,0,0
410330354,41033,35,4级土星石,img_4X_Tu,1,4,2,800,925,100,35,35,0,0,0,0,0,0,0
410330451,41033,45,1级木星石,img_1X_Mu,2,1,1,100000,740,80,30,30,0,0,0,0,0,0,0
410330452,41033,45,2级木星石,img_2X_Mu,2,2,1,200000,890,95,35,35,0,0,0,0,0,0,0
410330453,41033,45,3级木星石,img_3X_Mu,2,3,2,600,1110,115,40,40,0,0,0,0,0,0,0
410330454,41033,45,4级木星石,img_4X_Mu,2,4,2,1600,1850,195,70,70,0,0,0,0,0,0,0
410330551,41033,55,1级水星石,img_1X_Sui,3,1,1,200000,1110,115,40,40,0,0,0,0,0,0,0
410330552,41033,55,2级水星石,img_2X_Sui,3,2,1,400000,1295,135,50,50,0,0,0,0,0,0,0
410330553,41033,55,3级水星石,img_3X_Sui,3,3,2,1200,2035,215,75,75,0,0,0,0,0,0,0
410330554,41033,55,4级水星石,img_4X_Sui,3,4,2,2400,2220,230,80,80,0,0,0,0,0,0,0
410330651,41033,65,1级火星石,img_1X_Huo,4,1,1,400000,2035,215,75,75,0,0,0,0,0,0,0
410330652,41033,65,2级火星石,img_2X_Huo,4,2,1,800000,2220,230,80,80,0,0,0,0,0,0,0
410330653,41033,65,3级火星石,img_3X_Huo,4,3,2,1800,2220,230,80,80,0,0,0,0,0,0,0
410330654,41033,65,4级火星石,img_4X_Huo,4,4,2,3200,2960,310,110,110,0,0,0,0,0,0,0
410330751,41033,75,1级金星石,img_1X_Jin,5,1,1,600000,2220,230,80,80,0,0,0,0,0,0,0
410330752,41033,75,2级金星石,img_2X_Jin,5,2,1,1000000,2590,270,95,95,0,0,0,0,0,0,0
410330753,41033,75,3级金星石,img_3X_Jin,5,3,2,2400,2960,310,110,110,0,0,0,0,0,0,0
410330754,41033,75,4级金星石,img_4X_Jin,5,4,2,4000,3700,385,135,135,0,0,0,0,0,0,0
410340351,41034,35,1级土星石,img_1X_Tu,1,1,1,50000,370,40,15,15,0,0,0,0,0,0,0
410340352,41034,35,2级土星石,img_2X_Tu,1,2,1,100000,445,50,20,20,0,0,0,0,0,0,0
410340353,41034,35,3级土星石,img_3X_Tu,1,3,2,300,740,80,30,30,0,0,0,0,0,0,0
410340354,41034,35,4级土星石,img_4X_Tu,1,4,2,800,925,100,35,35,0,0,0,0,0,0,0
410340451,41034,45,1级木星石,img_1X_Mu,2,1,1,100000,740,80,30,30,0,0,0,0,0,0,0
410340452,41034,45,2级木星石,img_2X_Mu,2,2,1,200000,890,95,35,35,0,0,0,0,0,0,0
410340453,41034,45,3级木星石,img_3X_Mu,2,3,2,600,1110,115,40,40,0,0,0,0,0,0,0
410340454,41034,45,4级木星石,img_4X_Mu,2,4,2,1600,1850,195,70,70,0,0,0,0,0,0,0
410340551,41034,55,1级水星石,img_1X_Sui,3,1,1,200000,1110,115,40,40,0,0,0,0,0,0,0
410340552,41034,55,2级水星石,img_2X_Sui,3,2,1,400000,1295,135,50,50,0,0,0,0,0,0,0
410340553,41034,55,3级水星石,img_3X_Sui,3,3,2,1200,2035,215,75,75,0,0,0,0,0,0,0
410340554,41034,55,4级水星石,img_4X_Sui,3,4,2,2400,2220,230,80,80,0,0,0,0,0,0,0
410340651,41034,65,1级火星石,img_1X_Huo,4,1,1,400000,2035,215,75,75,0,0,0,0,0,0,0
410340652,41034,65,2级火星石,img_2X_Huo,4,2,1,800000,2220,230,80,80,0,0,0,0,0,0,0
410340653,41034,65,3级火星石,img_3X_Huo,4,3,2,1800,2220,230,80,80,0,0,0,0,0,0,0
410340654,41034,65,4级火星石,img_4X_Huo,4,4,2,3200,2960,310,110,110,0,0,0,0,0,0,0
410340751,41034,75,1级金星石,img_1X_Jin,5,1,1,600000,2220,230,80,80,0,0,0,0,0,0,0
410340752,41034,75,2级金星石,img_2X_Jin,5,2,1,1000000,2590,270,95,95,0,0,0,0,0,0,0
410340753,41034,75,3级金星石,img_3X_Jin,5,3,2,2400,2960,310,110,110,0,0,0,0,0,0,0
410340754,41034,75,4级金星石,img_4X_Jin,5,4,2,4000,3700,385,135,135,0,0,0,0,0,0,0
410350351,41035,35,1级土星石,img_1X_Tu,1,1,1,50000,370,40,15,15,0,0,0,0,0,0,0
410350352,41035,35,2级土星石,img_2X_Tu,1,2,1,100000,445,50,20,20,0,0,0,0,0,0,0
410350353,41035,35,3级土星石,img_3X_Tu,1,3,2,300,740,80,30,30,0,0,0,0,0,0,0
410350354,41035,35,4级土星石,img_4X_Tu,1,4,2,800,925,100,35,35,0,0,0,0,0,0,0
410350451,41035,45,1级木星石,img_1X_Mu,2,1,1,100000,740,80,30,30,0,0,0,0,0,0,0
410350452,41035,45,2级木星石,img_2X_Mu,2,2,1,200000,890,95,35,35,0,0,0,0,0,0,0
410350453,41035,45,3级木星石,img_3X_Mu,2,3,2,600,1110,115,40,40,0,0,0,0,0,0,0
410350454,41035,45,4级木星石,img_4X_Mu,2,4,2,1600,1850,195,70,70,0,0,0,0,0,0,0
410350551,41035,55,1级水星石,img_1X_Sui,3,1,1,200000,1110,115,40,40,0,0,0,0,0,0,0
410350552,41035,55,2级水星石,img_2X_Sui,3,2,1,400000,1295,135,50,50,0,0,0,0,0,0,0
410350553,41035,55,3级水星石,img_3X_Sui,3,3,2,1200,2035,215,75,75,0,0,0,0,0,0,0
410350554,41035,55,4级水星石,img_4X_Sui,3,4,2,2400,2220,230,80,80,0,0,0,0,0,0,0
410350651,41035,65,1级火星石,img_1X_Huo,4,1,1,400000,2035,215,75,75,0,0,0,0,0,0,0
410350652,41035,65,2级火星石,img_2X_Huo,4,2,1,800000,2220,230,80,80,0,0,0,0,0,0,0
410350653,41035,65,3级火星石,img_3X_Huo,4,3,2,1800,2220,230,80,80,0,0,0,0,0,0,0
410350654,41035,65,4级火星石,img_4X_Huo,4,4,2,3200,2960,310,110,110,0,0,0,0,0,0,0
410350751,41035,75,1级金星石,img_1X_Jin,5,1,1,600000,2220,230,80,80,0,0,0,0,0,0,0
410350752,41035,75,2级金星石,img_2X_Jin,5,2,1,1000000,2590,270,95,95,0,0,0,0,0,0,0
410350753,41035,75,3级金星石,img_3X_Jin,5,3,2,2400,2960,310,110,110,0,0,0,0,0,0,0
410350754,41035,75,4级金星石,img_4X_Jin,5,4,2,4000,3700,385,135,135,0,0,0,0,0,0,0
410360351,41036,35,1级土星石,img_1X_Tu,1,1,1,50000,370,40,15,15,0,0,0,0,0,0,0
410360352,41036,35,2级土星石,img_2X_Tu,1,2,1,100000,445,50,20,20,0,0,0,0,0,0,0
410360353,41036,35,3级土星石,img_3X_Tu,1,3,2,300,740,80,30,30,0,0,0,0,0,0,0
410360354,41036,35,4级土星石,img_4X_Tu,1,4,2,800,925,100,35,35,0,0,0,0,0,0,0
410360451,41036,45,1级木星石,img_1X_Mu,2,1,1,100000,740,80,30,30,0,0,0,0,0,0,0
410360452,41036,45,2级木星石,img_2X_Mu,2,2,1,200000,890,95,35,35,0,0,0,0,0,0,0
410360453,41036,45,3级木星石,img_3X_Mu,2,3,2,600,1110,115,40,40,0,0,0,0,0,0,0
410360454,41036,45,4级木星石,img_4X_Mu,2,4,2,1600,1850,195,70,70,0,0,0,0,0,0,0
410360551,41036,55,1级水星石,img_1X_Sui,3,1,1,200000,1110,115,40,40,0,0,0,0,0,0,0
410360552,41036,55,2级水星石,img_2X_Sui,3,2,1,400000,1295,135,50,50,0,0,0,0,0,0,0
410360553,41036,55,3级水星石,img_3X_Sui,3,3,2,1200,2035,215,75,75,0,0,0,0,0,0,0
410360554,41036,55,4级水星石,img_4X_Sui,3,4,2,2400,2220,230,80,80,0,0,0,0,0,0,0
410360651,41036,65,1级火星石,img_1X_Huo,4,1,1,400000,2035,215,75,75,0,0,0,0,0,0,0
410360652,41036,65,2级火星石,img_2X_Huo,4,2,1,800000,2220,230,80,80,0,0,0,0,0,0,0
410360653,41036,65,3级火星石,img_3X_Huo,4,3,2,1800,2220,230,80,80,0,0,0,0,0,0,0
410360654,41036,65,4级火星石,img_4X_Huo,4,4,2,3200,2960,310,110,110,0,0,0,0,0,0,0
410360751,41036,75,1级金星石,img_1X_Jin,5,1,1,600000,2220,230,80,80,0,0,0,0,0,0,0
410360752,41036,75,2级金星石,img_2X_Jin,5,2,1,1000000,2590,270,95,95,0,0,0,0,0,0,0
410360753,41036,75,3级金星石,img_3X_Jin,5,3,2,2400,2960,310,110,110,0,0,0,0,0,0,0
410360754,41036,75,4级金星石,img_4X_Jin,5,4,2,4000,3700,385,135,135,0,0,0,0,0,0,0
410370351,41037,35,1级土星石,img_1X_Tu,1,1,1,50000,370,40,15,15,0,0,0,0,0,0,0
410370352,41037,35,2级土星石,img_2X_Tu,1,2,1,100000,445,50,20,20,0,0,0,0,0,0,0
410370353,41037,35,3级土星石,img_3X_Tu,1,3,2,300,740,80,30,30,0,0,0,0,0,0,0
410370354,41037,35,4级土星石,img_4X_Tu,1,4,2,800,925,100,35,35,0,0,0,0,0,0,0
410370451,41037,45,1级木星石,img_1X_Mu,2,1,1,100000,740,80,30,30,0,0,0,0,0,0,0
410370452,41037,45,2级木星石,img_2X_Mu,2,2,1,200000,890,95,35,35,0,0,0,0,0,0,0
410370453,41037,45,3级木星石,img_3X_Mu,2,3,2,600,1110,115,40,40,0,0,0,0,0,0,0
410370454,41037,45,4级木星石,img_4X_Mu,2,4,2,1600,1850,195,70,70,0,0,0,0,0,0,0
410370551,41037,55,1级水星石,img_1X_Sui,3,1,1,200000,1110,115,40,40,0,0,0,0,0,0,0
410370552,41037,55,2级水星石,img_2X_Sui,3,2,1,400000,1295,135,50,50,0,0,0,0,0,0,0
410370553,41037,55,3级水星石,img_3X_Sui,3,3,2,1200,2035,215,75,75,0,0,0,0,0,0,0
410370554,41037,55,4级水星石,img_4X_Sui,3,4,2,2400,2220,230,80,80,0,0,0,0,0,0,0
410370651,41037,65,1级火星石,img_1X_Huo,4,1,1,400000,2035,215,75,75,0,0,0,0,0,0,0
410370652,41037,65,2级火星石,img_2X_Huo,4,2,1,800000,2220,230,80,80,0,0,0,0,0,0,0
410370653,41037,65,3级火星石,img_3X_Huo,4,3,2,1800,2220,230,80,80,0,0,0,0,0,0,0
410370654,41037,65,4级火星石,img_4X_Huo,4,4,2,3200,2960,310,110,110,0,0,0,0,0,0,0
410370751,41037,75,1级金星石,img_1X_Jin,5,1,1,600000,2220,230,80,80,0,0,0,0,0,0,0
410370752,41037,75,2级金星石,img_2X_Jin,5,2,1,1000000,2590,270,95,95,0,0,0,0,0,0,0
410370753,41037,75,3级金星石,img_3X_Jin,5,3,2,2400,2960,310,110,110,0,0,0,0,0,0,0
410370754,41037,75,4级金星石,img_4X_Jin,5,4,2,4000,3700,385,135,135,0,0,0,0,0,0,0
410380351,41038,35,1级土星石,img_1X_Tu,1,1,1,50000,370,40,15,15,0,0,0,0,0,0,0
410380352,41038,35,2级土星石,img_2X_Tu,1,2,1,100000,445,50,20,20,0,0,0,0,0,0,0
410380353,41038,35,3级土星石,img_3X_Tu,1,3,2,300,740,80,30,30,0,0,0,0,0,0,0
410380354,41038,35,4级土星石,img_4X_Tu,1,4,2,800,925,100,35,35,0,0,0,0,0,0,0
410380451,41038,45,1级木星石,img_1X_Mu,2,1,1,100000,740,80,30,30,0,0,0,0,0,0,0
410380452,41038,45,2级木星石,img_2X_Mu,2,2,1,200000,890,95,35,35,0,0,0,0,0,0,0
410380453,41038,45,3级木星石,img_3X_Mu,2,3,2,600,1110,115,40,40,0,0,0,0,0,0,0
410380454,41038,45,4级木星石,img_4X_Mu,2,4,2,1600,1850,195,70,70,0,0,0,0,0,0,0
410380551,41038,55,1级水星石,img_1X_Sui,3,1,1,200000,1110,115,40,40,0,0,0,0,0,0,0
